threshold	pid	recordings	reference_events	predicted_events	true_positive	false_positive	false_negative	ignored_predictions	supported_hours	precision	recall	f1	false_alarms_per_hour
0.06	89	2	7	80	2	78	5	0	15.05	0.025	0.2857142857142857	0.04597701149425287	5.1827242524916945
0.06	97	3	6	225	5	220	1	0	23.066666666666666	0.022222222222222223	0.8333333333333334	0.04329004329004329	9.53757225433526
0.06	106	1	1	71	0	67	1	4	7.2	0.0	0.0	0.0	9.305555555555555
0.07	2	1	2	98	1	97	1	0	8.858333333333333	0.01020408163265306	0.5	0.02	10.950141110065852
0.07	3	1	4	79	3	76	1	0	8.316666666666666	0.0379746835443038	0.75	0.07228915662650602	9.138276553106213
0.07	4	1	1	96	1	95	0	0	8.258333333333333	0.010416666666666666	1.0	0.020618556701030927	11.503531786074673
0.07	5	1	0	76	0	74	0	2	7.733333333333333	0.0		0.0	9.568965517241379
0.07	15	2	5	148	5	143	0	0	16.616666666666667	0.033783783783783786	1.0	0.06535947712418301	8.605817452357071
0.07	17	1	3	174	0	174	3	0	8.966666666666667	0.0	0.0	0.0	19.40520446096654
0.07	37	1	0	79	0	78	0	1	7.991666666666666	0.0		0.0	9.760166840458812
0.07	40	1	0	115	0	114	0	1	7.133333333333334	0.0		0.0	15.981308411214952
0.07	44	1	0	137	0	137	0	0	8.558333333333334	0.0		0.0	16.007789678675753
0.07	48	1	0	81	0	79	0	2	7.341666666666667	0.0		0.0	10.76049943246311
0.07	55	1	0	76	0	76	0	0	7.416666666666667	0.0		0.0	10.247191011235955
0.07	64	1	5	153	3	150	2	0	8.983333333333333	0.0196078431372549	0.6	0.0379746835443038	16.697588126159555
0.07	73	1	3	82	3	79	0	0	7.866666666666666	0.036585365853658534	1.0	0.07058823529411765	10.042372881355933
0.07	89	2	7	82	2	80	5	0	15.05	0.024390243902439025	0.2857142857142857	0.0449438202247191	5.3156146179401995
0.07	97	3	6	202	5	197	1	0	23.066666666666666	0.024752475247524754	0.8333333333333334	0.04807692307692308	8.540462427745664
0.07	106	1	1	68	0	64	1	4	7.2	0.0	0.0	0.0	8.88888888888889
0.08	2	1	2	100	1	99	1	0	8.858333333333333	0.01	0.5	0.0196078431372549	11.175917215428035
0.08	3	1	4	75	3	72	1	0	8.316666666666666	0.04	0.75	0.0759493670886076	8.657314629258517
0.08	4	1	1	98	1	97	0	0	8.258333333333333	0.01020408163265306	1.0	0.020202020202020204	11.745711402623613
0.08	5	1	0	74	0	72	0	2	7.733333333333333	0.0		0.0	9.310344827586206
0.08	15	2	5	139	5	134	0	0	16.616666666666667	0.03597122302158273	1.0	0.06944444444444445	8.0641925777332
0.08	17	1	3	176	0	176	3	0	8.966666666666667	0.0	0.0	0.0	19.62825278810409
0.08	37	1	0	74	0	73	0	1	7.991666666666666	0.0		0.0	9.13451511991658
0.08	40	1	0	106	0	105	0	1	7.133333333333334	0.0		0.0	14.719626168224298
0.08	44	1	0	135	0	135	0	0	8.558333333333334	0.0		0.0	15.774099318403115
0.08	48	1	0	78	0	76	0	2	7.341666666666667	0.0		0.0	10.351872871736663
0.08	55	1	0	79	0	79	0	0	7.416666666666667	0.0		0.0	10.651685393258427
0.08	64	1	5	152	3	149	2	0	8.983333333333333	0.019736842105263157	0.6	0.03821656050955414	16.58627087198516
0.08	73	1	3	78	3	75	0	0	7.866666666666666	0.038461538461538464	1.0	0.07407407407407407	9.533898305084746
0.08	89	2	7	87	3	84	4	0	15.05	0.034482758620689655	0.42857142857142855	0.06382978723404255	5.5813953488372094
0.08	97	3	6	197	5	192	1	0	23.066666666666666	0.025380710659898477	0.8333333333333334	0.04926108374384237	8.323699421965317
0.08	106	1	1	68	0	64	1	4	7.2	0.0	0.0	0.0	8.88888888888889
0.09	2	1	2	104	1	103	1	0	8.858333333333333	0.009615384615384616	0.5	0.018867924528301886	11.6274694261524
0.09	3	1	4	73	3	70	1	0	8.316666666666666	0.0410958904109589	0.75	0.07792207792207792	8.41683366733467
0.09	4	1	1	97	1	96	0	0	8.258333333333333	0.010309278350515464	1.0	0.02040816326530612	11.624621594349144
0.09	5	1	0	70	0	68	0	2	7.733333333333333	0.0		0.0	8.793103448275861
0.09	15	2	5	128	5	123	0	0	16.616666666666667	0.0390625	1.0	0.07518796992481203	7.402206619859578
0.09	17	1	3	177	0	177	3	0	8.966666666666667	0.0	0.0	0.0	19.739776951672862
0.09	37	1	0	80	0	79	0	1	7.991666666666666	0.0		0.0	9.885297184567259
0.09	40	1	0	106	0	105	0	1	7.133333333333334	0.0		0.0	14.719626168224298
0.09	44	1	0	131	0	131	0	0	8.558333333333334	0.0		0.0	15.306718597857838
0.09	48	1	0	77	0	75	0	2	7.341666666666667	0.0		0.0	10.21566401816118
0.09	55	1	0	82	0	82	0	0	7.416666666666667	0.0		0.0	11.0561797752809
0.09	64	1	5	147	4	143	1	0	8.983333333333333	0.027210884353741496	0.8	0.05263157894736842	15.918367346938776
0.09	73	1	3	81	3	78	0	0	7.866666666666666	0.037037037037037035	1.0	0.07142857142857142	9.915254237288137
0.09	89	2	7	87	4	83	3	0	15.05	0.04597701149425287	0.5714285714285714	0.0851063829787234	5.514950166112957
0.09	97	3	6	193	5	188	1	0	23.066666666666666	0.025906735751295335	0.8333333333333334	0.05025125628140704	8.150289017341041
0.09	106	1	1	67	0	63	1	4	7.2	0.0	0.0	0.0	8.75
0.1	2	1	2	100	1	99	1	0	8.858333333333333	0.01	0.5	0.0196078431372549	11.175917215428035
0.1	3	1	4	64	3	61	1	0	8.316666666666666	0.046875	0.75	0.08823529411764706	7.3346693386773545
0.1	4	1	1	98	1	97	0	0	8.258333333333333	0.01020408163265306	1.0	0.020202020202020204	11.745711402623613
0.1	5	1	0	71	0	69	0	2	7.733333333333333	0.0		0.0	8.922413793103448
0.1	15	2	5	118	5	113	0	0	16.616666666666667	0.0423728813559322	1.0	0.08130081300813008	6.800401203610832
0.1	17	1	3	165	0	165	3	0	8.966666666666667	0.0	0.0	0.0	18.401486988847584
0.1	37	1	0	83	0	82	0	1	7.991666666666666	0.0		0.0	10.260688216892596
0.1	40	1	0	104	0	103	0	1	7.133333333333334	0.0		0.0	14.439252336448597
0.1	44	1	0	126	0	126	0	0	8.558333333333334	0.0		0.0	14.722492697176241
0.1	48	1	0	80	0	78	0	2	7.341666666666667	0.0		0.0	10.624290578887628
0.1	55	1	0	84	0	84	0	0	7.416666666666667	0.0		0.0	11.325842696629213
0.1	64	1	5	139	4	135	1	0	8.983333333333333	0.02877697841726619	0.8	0.05555555555555555	15.0278293135436
0.1	73	1	3	80	3	77	0	0	7.866666666666666	0.0375	1.0	0.07228915662650602	9.788135593220339
0.1	89	2	7	89	4	85	3	0	15.05	0.0449438202247191	0.5714285714285714	0.08333333333333333	5.647840531561462
0.1	97	3	6	195	5	190	1	0	23.066666666666666	0.02564102564102564	0.8333333333333334	0.04975124378109453	8.236994219653178
0.1	106	1	1	69	0	65	1	4	7.2	0.0	0.0	0.0	9.027777777777777
0.11	2	1	2	106	1	105	1	0	8.858333333333333	0.009433962264150943	0.5	0.018518518518518517	11.853245531514583
0.11	3	1	4	62	3	59	1	0	8.316666666666666	0.04838709677419355	0.75	0.09090909090909091	7.094188376753507
0.11	4	1	1	91	1	90	0	0	8.258333333333333	0.01098901098901099	1.0	0.021739130434782608	10.898082744702322
0.11	5	1	0	67	0	65	0	2	7.733333333333333	0.0		0.0	8.405172413793103
0.11	15	2	5	109	5	104	0	0	16.616666666666667	0.045871559633027525	1.0	0.08771929824561403	6.2587763289869605
0.11	17	1	3	165	0	165	3	0	8.966666666666667	0.0	0.0	0.0	18.401486988847584
0.11	37	1	0	81	0	80	0	1	7.991666666666666	0.0		0.0	10.010427528675704
0.11	40	1	0	100	0	99	0	1	7.133333333333334	0.0		0.0	13.878504672897195
0.11	44	1	0	122	0	122	0	0	8.558333333333334	0.0		0.0	14.255111976630964
0.11	48	1	0	76	0	74	0	2	7.341666666666667	0.0		0.0	10.079455164585697
0.11	55	1	0	83	0	83	0	0	7.416666666666667	0.0		0.0	11.191011235955056
0.11	64	1	5	132	4	128	1	0	8.983333333333333	0.030303030303030304	0.8	0.058394160583941604	14.248608534322821
0.11	73	1	3	75	3	72	0	0	7.866666666666666	0.04	1.0	0.07692307692307693	9.152542372881356
0.11	89	2	7	91	5	86	2	0	15.05	0.054945054945054944	0.7142857142857143	0.10204081632653061	5.714285714285714
0.11	97	3	6	186	5	181	1	0	23.066666666666666	0.026881720430107527	0.8333333333333334	0.052083333333333336	7.846820809248555
0.11	106	1	1	68	0	64	1	4	7.2	0.0	0.0	0.0	8.88888888888889
0.12	2	1	2	110	1	109	1	0	8.858333333333333	0.00909090909090909	0.5	0.017857142857142856	12.304797742238948
0.12	3	1	4	60	3	57	1	0	8.316666666666666	0.05	0.75	0.09375	6.8537074148296595
0.12	4	1	1	88	1	87	0	0	8.258333333333333	0.011363636363636364	1.0	0.02247191011235955	10.53481331987891
0.12	5	1	0	64	0	62	0	2	7.733333333333333	0.0		0.0	8.017241379310345
0.12	15	2	5	109	5	104	0	0	16.616666666666667	0.045871559633027525	1.0	0.08771929824561403	6.2587763289869605
0.12	17	1	3	162	0	162	3	0	8.966666666666667	0.0	0.0	0.0	18.066914498141262
0.12	37	1	0	84	0	83	0	1	7.991666666666666	0.0		0.0	10.385818561001043
0.12	40	1	0	97	0	96	0	1	7.133333333333334	0.0		0.0	13.457943925233645
0.12	44	1	0	115	0	115	0	0	8.558333333333334	0.0		0.0	13.437195715676728
0.12	48	1	0	71	0	69	0	2	7.341666666666667	0.0		0.0	9.398410896708286
0.12	55	1	0	85	0	85	0	0	7.416666666666667	0.0		0.0	11.46067415730337
0.12	64	1	5	123	4	119	1	0	8.983333333333333	0.032520325203252036	0.8	0.0625	13.246753246753247
0.12	73	1	3	74	3	71	0	0	7.866666666666666	0.04054054054054054	1.0	0.07792207792207792	9.02542372881356
0.12	89	2	7	94	5	89	2	0	15.05	0.05319148936170213	0.7142857142857143	0.09900990099009901	5.913621262458472
0.12	97	3	6	185	5	180	1	0	23.066666666666666	0.02702702702702703	0.8333333333333334	0.05235602094240838	7.803468208092486
0.12	106	1	1	67	0	63	1	4	7.2	0.0	0.0	0.0	8.75
0.13	2	1	2	113	1	112	1	0	8.858333333333333	0.008849557522123894	0.5	0.017391304347826087	12.64346190028222
0.13	3	1	4	56	3	53	1	0	8.316666666666666	0.05357142857142857	0.75	0.1	6.3727454909819645
0.13	4	1	1	86	1	85	0	0	8.258333333333333	0.011627906976744186	1.0	0.022988505747126436	10.29263370332997
0.13	5	1	0	62	0	60	0	2	7.733333333333333	0.0		0.0	7.758620689655173
0.13	15	2	5	107	5	102	0	0	16.616666666666667	0.04672897196261682	1.0	0.08928571428571429	6.138415245737211
0.13	17	1	3	164	0	164	3	0	8.966666666666667	0.0	0.0	0.0	18.28996282527881
0.13	37	1	0	87	0	86	0	1	7.991666666666666	0.0		0.0	10.761209593326383
0.13	40	1	0	102	0	101	0	1	7.133333333333334	0.0		0.0	14.158878504672897
0.13	44	1	0	112	0	112	0	0	8.558333333333334	0.0		0.0	13.08666017526777
0.13	48	1	0	63	0	61	0	2	7.341666666666667	0.0		0.0	8.308740068104427
0.13	55	1	0	86	0	86	0	0	7.416666666666667	0.0		0.0	11.595505617977528
0.13	64	1	5	114	4	110	1	0	8.983333333333333	0.03508771929824561	0.8	0.06722689075630252	12.244897959183675
0.13	73	1	3	77	3	74	0	0	7.866666666666666	0.03896103896103896	1.0	0.075	9.40677966101695
0.13	89	2	7	96	5	91	2	0	15.05	0.052083333333333336	0.7142857142857143	0.0970873786407767	6.046511627906977
0.13	97	3	6	178	5	173	1	0	23.066666666666666	0.028089887640449437	0.8333333333333334	0.05434782608695652	7.5
0.13	106	1	1	70	0	66	1	4	7.2	0.0	0.0	0.0	9.166666666666666
0.14	2	1	2	114	1	113	1	0	8.858333333333333	0.008771929824561403	0.5	0.017241379310344827	12.756349952963312
0.14	3	1	4	55	3	52	1	0	8.316666666666666	0.05454545454545454	0.75	0.1016949152542373	6.25250501002004
0.14	4	1	1	82	1	81	0	0	8.258333333333333	0.012195121951219513	1.0	0.024096385542168676	9.808274470232089
0.14	5	1	0	61	0	59	0	2	7.733333333333333	0.0		0.0	7.629310344827586
0.14	15	2	5	97	5	92	0	0	16.616666666666667	0.05154639175257732	1.0	0.09803921568627451	5.536609829488465
0.14	17	1	3	168	0	168	3	0	8.966666666666667	0.0	0.0	0.0	18.7360594795539
0.14	37	1	0	87	0	86	0	1	7.991666666666666	0.0		0.0	10.761209593326383
0.14	40	1	0	93	0	92	0	1	7.133333333333334	0.0		0.0	12.897196261682243
0.14	44	1	0	113	0	113	0	0	8.558333333333334	0.0		0.0	13.20350535540409
0.14	48	1	0	58	0	56	0	2	7.341666666666667	0.0		0.0	7.6276958002270145
0.14	55	1	0	86	0	86	0	0	7.416666666666667	0.0		0.0	11.595505617977528
0.14	64	1	5	107	4	103	1	0	8.983333333333333	0.037383177570093455	0.8	0.07142857142857142	11.465677179962896
0.14	73	1	3	78	3	75	0	0	7.866666666666666	0.038461538461538464	1.0	0.07407407407407407	9.533898305084746
0.14	89	2	7	91	4	87	3	0	15.05	0.04395604395604396	0.5714285714285714	0.08163265306122448	5.780730897009967
0.14	97	3	6	170	5	165	1	0	23.066666666666666	0.029411764705882353	0.8333333333333334	0.056818181818181816	7.1531791907514455
0.14	106	1	1	66	0	62	1	4	7.2	0.0	0.0	0.0	8.61111111111111
0.15	2	1	2	112	1	111	1	0	8.858333333333333	0.008928571428571428	0.5	0.017543859649122806	12.53057384760113
0.15	3	1	4	49	3	46	1	0	8.316666666666666	0.061224489795918366	0.75	0.11320754716981132	5.531062124248497
0.15	4	1	1	83	1	82	0	0	8.258333333333333	0.012048192771084338	1.0	0.023809523809523808	9.92936427850656
0.15	5	1	0	55	0	53	0	2	7.733333333333333	0.0		0.0	6.8534482758620685
0.15	15	2	5	93	5	88	0	0	16.616666666666667	0.053763440860215055	1.0	0.10204081632653061	5.295887662988966
0.15	17	1	3	157	0	157	3	0	8.966666666666667	0.0	0.0	0.0	17.509293680297397
0.15	37	1	0	90	0	89	0	1	7.991666666666666	0.0		0.0	11.13660062565172
0.15	40	1	0	95	0	94	0	1	7.133333333333334	0.0		0.0	13.177570093457943
0.15	44	1	0	109	0	109	0	0	8.558333333333334	0.0		0.0	12.736124634858811
0.15	48	1	0	54	0	52	0	2	7.341666666666667	0.0		0.0	7.082860385925085
0.15	55	1	0	81	0	81	0	0	7.416666666666667	0.0		0.0	10.92134831460674
0.15	64	1	5	97	4	93	1	0	8.983333333333333	0.041237113402061855	0.8	0.0784313725490196	10.352504638218925
0.15	73	1	3	80	3	77	0	0	7.866666666666666	0.0375	1.0	0.07228915662650602	9.788135593220339
0.15	89	2	7	92	4	88	3	0	15.05	0.043478260869565216	0.5714285714285714	0.08080808080808081	5.847176079734219
