transition_id	subject	pid	transition_type	boundary_onset_sec	signal_pair	availability	best_lag_samples	best_lag_sec	best_signed_corr	best_abs_corr	usable_for_alignment
414	sub-110	96	REM_to_Wake	13200.0	HB_1_vs_PSG_F3	available	2	2.0	0.8377052177655585	0.8377052177655585	True
415	sub-110	96	REM_to_Wake	19710.0	HB_1_vs_PSG_F3	available	1	1.0	0.9394940437903139	0.9394940437903139	True
416	sub-110	96	REM_to_Wake	25680.0	HB_1_vs_PSG_F3	available	4	4.0	0.5959946090655939	0.5959946090655939	True
417	sub-111	96	REM_to_Wake	4320.0	HB_1_vs_PSG_F3	available	0	0.0	0.34740116066400134	0.34740116066400134	True
418	sub-111	96	Wake_to_REM	4350.0	HB_1_vs_PSG_F3	available	0	0.0	0.4417940697242457	0.4417940697242457	True
419	sub-111	96	REM_to_Wake	4470.0	HB_1_vs_PSG_F3	available	0	0.0	0.6251885810649751	0.6251885810649751	True
420	sub-111	96	REM_to_Wake	9960.0	HB_1_vs_PSG_F3	available	7	7.0	0.6764981984606863	0.6764981984606863	True
421	sub-111	96	REM_to_Wake	20310.0	HB_1_vs_PSG_F3	available	6	6.0	0.7079468299225242	0.7079468299225242	True
422	sub-111	96	REM_to_Wake	25800.0	HB_1_vs_PSG_F3	available	0	0.0	0.46463437461047447	0.46463437461047447	True
423	sub-112	97	REM_to_Wake	12180.0	HB_1_vs_PSG_F3	available	-2	-2.0	0.9119002848599772	0.9119002848599772	True
424	sub-112	97	REM_to_Wake	20400.0	HB_1_vs_PSG_F3	available	0	0.0	0.8495638596622759	0.8495638596622759	True
425	sub-112	97	Wake_to_REM	20460.0	HB_1_vs_PSG_F3	available	0	0.0	0.8454482905152958	0.8454482905152958	True
426	sub-112	97	REM_to_Wake	21270.0	HB_1_vs_PSG_F3	available	0	0.0	0.9655619720867795	0.9655619720867795	True
427	sub-113	97	REM_to_Wake	26040.0	HB_1_vs_PSG_F3	available	0	0.0	0.9495195582024265	0.9495195582024265	True
428	sub-113	97	Wake_to_REM	26130.0	HB_1_vs_PSG_F3	available	0	0.0	0.9759535063960195	0.9759535063960195	True
429	sub-113	97	REM_to_Wake	26220.0	HB_1_vs_PSG_F3	available	0	0.0	0.9585658230213628	0.9585658230213628	True
430	sub-114	97	REM_to_Wake	24120.0	HB_1_vs_PSG_F3	available	1	1.0	0.8489867257656705	0.8489867257656705	True
431	sub-115	98	REM_to_Wake	8580.0	HB_1_vs_PSG_F3	available	0	0.0	0.8068791165908029	0.8068791165908029	True
432	sub-116	98	REM_to_Wake	8760.0	HB_1_vs_PSG_F3	available	0	0.0	0.6887551093230521	0.6887551093230521	True
433	sub-116	98	REM_to_Wake	17070.0	HB_1_vs_PSG_F3	available	4	4.0	0.7458010678620018	0.7458010678620018	True
434	sub-116	98	Wake_to_REM	17100.0	HB_1_vs_PSG_F3	available	4	4.0	0.7365389797781977	0.7365389797781977	True
435	sub-117	98	REM_to_Wake	8280.0	HB_1_vs_PSG_F3	available	0	0.0	0.8688045443913344	0.8688045443913344	True
436	sub-117	98	Wake_to_REM	8310.0	HB_1_vs_PSG_F3	available	0	0.0	0.8862915995195587	0.8862915995195587	True
437	sub-117	98	REM_to_Wake	8850.0	HB_1_vs_PSG_F3	available	0	0.0	0.813344985357629	0.813344985357629	True
438	sub-117	98	Wake_to_REM	8880.0	HB_1_vs_PSG_F3	available	0	0.0	0.8285649159844053	0.8285649159844053	True
439	sub-117	98	REM_to_Wake	9180.0	HB_1_vs_PSG_F3	available	0	0.0	0.9443625469000944	0.9443625469000944	True
440	sub-117	98	Wake_to_REM	9210.0	HB_1_vs_PSG_F3	available	0	0.0	0.9393511171317377	0.9393511171317377	True
441	sub-117	98	REM_to_Wake	9480.0	HB_1_vs_PSG_F3	available	1	1.0	0.7668007893334337	0.7668007893334337	True
442	sub-117	98	REM_to_Wake	20640.0	HB_1_vs_PSG_F3	available	1	1.0	0.8553282730183884	0.8553282730183884	True
443	sub-118	99	REM_to_Wake	5160.0	HB_1_vs_PSG_F3	available	0	0.0	0.7459327345347261	0.7459327345347261	True
444	sub-118	99	Wake_to_REM	5190.0	HB_1_vs_PSG_F3	available	0	0.0	0.80496040878072	0.80496040878072	True
445	sub-118	99	REM_to_Wake	19080.0	HB_1_vs_PSG_F3	available	9	9.0	0.8294191737913511	0.8294191737913511	True
446	sub-119	99	REM_to_Wake	4980.0	HB_1_vs_PSG_F3	available	5	5.0	0.826471219696508	0.826471219696508	True
447	sub-119	99	REM_to_Wake	6510.0	HB_1_vs_PSG_F3	available	2	2.0	0.7534418043027199	0.7534418043027199	True
448	sub-119	99	REM_to_Wake	19350.0	HB_1_vs_PSG_F3	available	0	0.0	0.9008094344311104	0.9008094344311104	True
449	sub-120	99	REM_to_Wake	6660.0	HB_1_vs_PSG_F3	available	0	0.0	0.8122429466096723	0.8122429466096723	True
450	sub-120	99	Wake_to_REM	6690.0	HB_1_vs_PSG_F3	available	0	0.0	0.7877075074946464	0.7877075074946464	True
451	sub-120	99	REM_to_Wake	13830.0	HB_1_vs_PSG_F3	available	0	0.0	0.8699306233151923	0.8699306233151923	True
452	sub-120	99	Wake_to_REM	13860.0	HB_1_vs_PSG_F3	available	0	0.0	0.8541361562307311	0.8541361562307311	True
453	sub-120	99	REM_to_Wake	23580.0	HB_1_vs_PSG_F3	available	21	21.0	0.45824692343700774	0.45824692343700774	True
454	sub-121	100	REM_to_Wake	22590.0	HB_1_vs_PSG_F3	available	0	0.0	0.5389450882084962	0.5389450882084962	True
455	sub-123	102	REM_to_Wake	15630.0	HB_1_vs_PSG_F3	available	1	1.0	0.7737199667022543	0.7737199667022543	True
456	sub-123	102	REM_to_Wake	19980.0	HB_1_vs_PSG_F3	available	1	1.0	0.8705308753257188	0.8705308753257188	True
457	sub-123	102	Wake_to_REM	20010.0	HB_1_vs_PSG_F3	available	1	1.0	0.7687145056398024	0.7687145056398024	True
458	sub-124	15	REM_to_Wake	14640.0	HB_1_vs_PSG_F3	available	0	0.0	0.9700542120853907	0.9700542120853907	True
459	sub-124	15	REM_to_Wake	25770.0	HB_1_vs_PSG_F3	available	1	1.0	0.9275206162279187	0.9275206162279187	True
460	sub-124	15	Wake_to_REM	25800.0	HB_1_vs_PSG_F3	available	1	1.0	0.9265069363899391	0.9265069363899391	True
461	sub-124	15	REM_to_Wake	26220.0	HB_1_vs_PSG_F3	available	3	3.0	0.9135954805935795	0.9135954805935795	True
462	sub-124	15	Wake_to_REM	26250.0	HB_1_vs_PSG_F3	available	3	3.0	0.9130114036392121	0.9130114036392121	True
463	sub-124	15	REM_to_Wake	26550.0	HB_1_vs_PSG_F3	available	2	2.0	0.8312231856134262	0.8312231856134262	True
464	sub-125	104	REM_to_Wake	13200.0	HB_1_vs_PSG_F3	available	0	0.0	0.7273421072822878	0.7273421072822878	True
465	sub-125	104	REM_to_Wake	18480.0	HB_1_vs_PSG_F3	available	1	1.0	0.6744124608857995	0.6744124608857995	True
466	sub-125	104	REM_to_Wake	23760.0	HB_1_vs_PSG_F3	available	2	2.0	0.768630592555142	0.768630592555142	True
467	sub-126	106	REM_to_Wake	9540.0	HB_1_vs_PSG_F3	available	9	9.0	0.5621722006026286	0.5621722006026286	True
468	sub-126	106	REM_to_Wake	19740.0	HB_1_vs_PSG_F3	available	0	0.0	0.807740178000657	0.807740178000657	True
469	sub-126	106	REM_to_Wake	20040.0	HB_1_vs_PSG_F3	available	0	0.0	0.4451224400881046	0.4451224400881046	True
470	sub-126	106	REM_to_Wake	23460.0	HB_1_vs_PSG_F3	available	0	0.0	0.6875027225511123	0.6875027225511123	True
471	sub-126	106	Wake_to_REM	23490.0	HB_1_vs_PSG_F3	available	0	0.0	0.6703011182189378	0.6703011182189378	True
472	sub-126	106	REM_to_Wake	23970.0	HB_1_vs_PSG_F3	available	1	1.0	0.8287516672235272	0.8287516672235272	True
473	sub-126	106	Wake_to_REM	24000.0	HB_1_vs_PSG_F3	available	1	1.0	0.8281514742727156	0.8281514742727156	True
474	sub-126	106	REM_to_Wake	24030.0	HB_1_vs_PSG_F3	available	1	1.0	0.8291611448125432	0.8291611448125432	True
475	sub-127	107	REM_to_Wake	24660.0	HB_1_vs_PSG_F3	available	9	9.0	0.27541082661183547	0.27541082661183547	True
476	sub-128	108	REM_to_Wake	16290.0	HB_1_vs_PSG_F3	available	-1	-1.0	0.42174352518911834	0.42174352518911834	True
