subject	pid	window_id	window_center_sec	signal_pair	availability	best_lag_samples	best_lag_sec	best_signed_corr	best_abs_corr	usable_for_alignment
sub-109	96	5	22778.100000000002	HB_PULSE_vs_PSG_PULSE	available	-34	-1.0625	0.11395470861530622	0.11395470861530622	False
sub-110	96	1	2860.9	HB_PULSE_vs_PSG_PULSE	available	13	0.40625	0.8375287097304914	0.8375287097304914	True
sub-110	96	2	8582.699999999999	HB_PULSE_vs_PSG_PULSE	available	36	1.125	-0.7553654774604154	0.7553654774604154	True
sub-110	96	3	14304.5	HB_PULSE_vs_PSG_PULSE	available	1	0.03125	-0.8396436410669614	0.8396436410669614	True
sub-110	96	4	20026.3	HB_PULSE_vs_PSG_PULSE	available	40	1.25	-0.8307283882781471	0.8307283882781471	True
sub-110	96	5	25748.100000000002	HB_PULSE_vs_PSG_PULSE	available	4	0.125	-0.6091827773714557	0.6091827773714557	True
sub-111	96	1	2884.8	HB_PULSE_vs_PSG_PULSE	available	-3	-0.09375	-0.8912590176145005	0.8912590176145005	True
sub-111	96	2	8654.4	HB_PULSE_vs_PSG_PULSE	available	-1	-0.03125	-0.8644474007734727	0.8644474007734727	True
sub-111	96	3	14424.0	HB_PULSE_vs_PSG_PULSE	available	0	0.0	-0.849507181136376	0.849507181136376	True
sub-111	96	4	20193.6	HB_PULSE_vs_PSG_PULSE	available	1	0.03125	-0.6769569642640597	0.6769569642640597	True
sub-111	96	5	25963.2	HB_PULSE_vs_PSG_PULSE	available	18	0.5625	0.6713379338607547	0.6713379338607547	True
sub-112	97	1	2758.4	HB_PULSE_vs_PSG_PULSE	available	10	0.3125	0.5439945843520108	0.5439945843520108	True
sub-112	97	2	8275.199999999999	HB_PULSE_vs_PSG_PULSE	available	-6	-0.1875	-0.5763634294821453	0.5763634294821453	True
sub-112	97	3	13792.0	HB_PULSE_vs_PSG_PULSE	available	131	4.09375	0.4964515179464914	0.4964515179464914	True
sub-112	97	4	19308.8	HB_PULSE_vs_PSG_PULSE	available	36	1.125	-0.321771404788034	0.321771404788034	True
sub-112	97	5	24825.600000000002	HB_PULSE_vs_PSG_PULSE	available	13	0.40625	0.5817234537918696	0.5817234537918696	True
sub-113	97	1	2811.7000000000003	HB_PULSE_vs_PSG_PULSE	available	9	0.28125	0.5069617019948968	0.5069617019948968	True
sub-113	97	2	8435.1	HB_PULSE_vs_PSG_PULSE	available	-6	-0.1875	-0.5675776507197904	0.5675776507197904	True
sub-113	97	3	14058.5	HB_PULSE_vs_PSG_PULSE	available	12	0.375	0.4118851727679008	0.4118851727679008	True
sub-113	97	4	19681.899999999998	HB_PULSE_vs_PSG_PULSE	available	13	0.40625	0.47463730816022587	0.47463730816022587	True
sub-113	97	5	25305.3	HB_PULSE_vs_PSG_PULSE	available	16	0.5	0.42194572630791916	0.42194572630791916	True
sub-114	97	1	2801.3	HB_PULSE_vs_PSG_PULSE	available	9	0.28125	0.38633329650797993	0.38633329650797993	True
sub-114	97	2	8403.9	HB_PULSE_vs_PSG_PULSE	available	-6	-0.1875	-0.5140033005957089	0.5140033005957089	True
sub-114	97	3	14006.5	HB_PULSE_vs_PSG_PULSE	available	11	0.34375	0.5444489733408674	0.5444489733408674	True
sub-114	97	4	19609.1	HB_PULSE_vs_PSG_PULSE	available	13	0.40625	0.4644785370407012	0.4644785370407012	True
sub-114	97	5	25211.7	HB_PULSE_vs_PSG_PULSE	available	-3	-0.09375	-0.38321374276239384	0.38321374276239384	True
sub-115	98	1	2574.8	HB_PULSE_vs_PSG_PULSE	available	12	0.375	0.35461922869574236	0.35461922869574236	True
sub-115	98	2	7724.4	HB_PULSE_vs_PSG_PULSE	available	-1	-0.03125	-0.7768716434058944	0.7768716434058944	True
sub-115	98	3	12874.0	HB_PULSE_vs_PSG_PULSE	available	11	0.34375	0.8082502405242127	0.8082502405242127	True
sub-115	98	4	18023.6	HB_PULSE_vs_PSG_PULSE	available	-1	-0.03125	-0.8735968201573874	0.8735968201573874	True
sub-115	98	5	23173.2	HB_PULSE_vs_PSG_PULSE	available	1	0.03125	-0.42216384322483536	0.42216384322483536	True
sub-116	98	1	2620.4	HB_PULSE_vs_PSG_PULSE	available	13	0.40625	0.31059823968841366	0.31059823968841366	True
sub-116	98	2	7861.2	HB_PULSE_vs_PSG_PULSE	available	-1	-0.03125	-0.7510686163835918	0.7510686163835918	True
sub-116	98	3	13102.0	HB_PULSE_vs_PSG_PULSE	available	14	0.4375	0.5064041797535461	0.5064041797535461	True
sub-116	98	4	18342.8	HB_PULSE_vs_PSG_PULSE	available	2	0.0625	-0.7613586028638271	0.7613586028638271	True
sub-116	98	5	23583.600000000002	HB_PULSE_vs_PSG_PULSE	available	-1	-0.03125	-0.7625064356618084	0.7625064356618084	True
sub-117	98	1	2379.9	HB_PULSE_vs_PSG_PULSE	available	-3	-0.09375	-0.7995772219966549	0.7995772219966549	True
sub-117	98	2	7139.7	HB_PULSE_vs_PSG_PULSE	available	-2	-0.0625	-0.8440125465964303	0.8440125465964303	True
sub-117	98	3	11899.5	HB_PULSE_vs_PSG_PULSE	available	0	0.0	-0.8582017061339912	0.8582017061339912	True
sub-117	98	4	16659.3	HB_PULSE_vs_PSG_PULSE	available	15	0.46875	0.7774409932982389	0.7774409932982389	True
sub-117	98	5	21419.100000000002	HB_PULSE_vs_PSG_PULSE	available	18	0.5625	0.801272003562775	0.801272003562775	True
sub-118	99	1	2682.5	HB_PULSE_vs_PSG_PULSE	available	-19	-0.59375	0.519150770279976	0.519150770279976	True
sub-118	99	2	8047.5	HB_PULSE_vs_PSG_PULSE	available	48	1.5	0.22392853954373237	0.22392853954373237	True
sub-118	99	3	13412.5	HB_PULSE_vs_PSG_PULSE	available	9	0.28125	0.6520473658590522	0.6520473658590522	True
sub-118	99	4	18777.5	HB_PULSE_vs_PSG_PULSE	available	10	0.3125	0.5858408470524372	0.5858408470524372	True
sub-118	99	5	24142.5	HB_PULSE_vs_PSG_PULSE	available	12	0.375	0.6329987183652014	0.6329987183652014	True
sub-119	99	1	2696.1000000000004	HB_PULSE_vs_PSG_PULSE	available	-37	-1.15625	-0.7175405934021951	0.7175405934021951	True
sub-119	99	2	8088.299999999999	HB_PULSE_vs_PSG_PULSE	available	-156	-4.875	0.22392854876491494	0.22392854876491494	True
sub-119	99	3	13480.5	HB_PULSE_vs_PSG_PULSE	available	9	0.28125	0.19411722269214837	0.19411722269214837	False
sub-119	99	4	18872.699999999997	HB_PULSE_vs_PSG_PULSE	available	-36	-1.125	0.3300645587063937	0.3300645587063937	True
sub-119	99	5	24264.9	HB_PULSE_vs_PSG_PULSE	available	-41	-1.28125	0.32094789762595727	0.32094789762595727	True
sub-120	99	1	2367.1	HB_PULSE_vs_PSG_PULSE	available	-82	-2.5625	-0.44213978073375104	0.44213978073375104	True
sub-120	99	2	7101.3	HB_PULSE_vs_PSG_PULSE	available	11	0.34375	0.6710433518077648	0.6710433518077648	True
sub-120	99	3	11835.5	HB_PULSE_vs_PSG_PULSE	available	-22	-0.6875	0.8000609413701957	0.8000609413701957	True
sub-120	99	4	16569.7	HB_PULSE_vs_PSG_PULSE	available	13	0.40625	0.45228857476839496	0.45228857476839496	True
sub-120	99	5	21303.9	HB_PULSE_vs_PSG_PULSE	available	-18	-0.5625	0.4019690309926857	0.4019690309926857	True
sub-121	100	1	2680.1000000000004	HB_PULSE_vs_PSG_PULSE	available	51	1.59375	-0.14487104816492505	0.14487104816492505	False
sub-121	100	2	8040.299999999999	HB_PULSE_vs_PSG_PULSE	available	9	0.28125	0.4745171718241499	0.4745171718241499	True
sub-121	100	3	13400.5	HB_PULSE_vs_PSG_PULSE	available	10	0.3125	0.4207244870174503	0.4207244870174503	True
sub-121	100	4	18760.699999999997	HB_PULSE_vs_PSG_PULSE	available	-30	-0.9375	-0.38928833516703976	0.38928833516703976	True
sub-121	100	5	24120.9	HB_PULSE_vs_PSG_PULSE	available	12	0.375	0.3888209738468707	0.3888209738468707	True
sub-122	101	1	2628.2000000000003	HB_PULSE_vs_PSG_PULSE	available	8	0.25	0.44068918832954856	0.44068918832954856	True
sub-122	101	2	7884.599999999999	HB_PULSE_vs_PSG_PULSE	available	9	0.28125	0.2246642342064382	0.2246642342064382	True
sub-122	101	3	13141.0	HB_PULSE_vs_PSG_PULSE	available	11	0.34375	0.6262006961815763	0.6262006961815763	True
sub-122	101	4	18397.399999999998	HB_PULSE_vs_PSG_PULSE	available	12	0.375	0.5148397724131323	0.5148397724131323	True
sub-122	101	5	23653.8	HB_PULSE_vs_PSG_PULSE	available	13	0.40625	0.5239702768533898	0.5239702768533898	True
sub-123	102	1	2638.9	HB_PULSE_vs_PSG_PULSE	available	-20	-0.625	0.2774980825774115	0.2774980825774115	True
sub-123	102	2	7916.7	HB_PULSE_vs_PSG_PULSE	available	9	0.28125	0.782061884779953	0.782061884779953	True
sub-123	102	3	13194.5	HB_PULSE_vs_PSG_PULSE	available	1	0.03125	-0.20586184426442558	0.20586184426442558	True
sub-123	102	4	18472.3	HB_PULSE_vs_PSG_PULSE	available	2	0.0625	-0.2583234904982068	0.2583234904982068	True
sub-123	102	5	23750.100000000002	HB_PULSE_vs_PSG_PULSE	available	12	0.375	0.6334312752831065	0.6334312752831065	True
sub-124	15	1	2667.2000000000003	HB_PULSE_vs_PSG_PULSE	available	9	0.28125	0.5354664121616938	0.5354664121616938	True
sub-124	15	2	8001.599999999999	HB_PULSE_vs_PSG_PULSE	available	9	0.28125	0.45099631666963763	0.45099631666963763	True
sub-124	15	3	13336.0	HB_PULSE_vs_PSG_PULSE	available	-3	-0.09375	-0.32521487386258185	0.32521487386258185	True
sub-124	15	4	18670.399999999998	HB_PULSE_vs_PSG_PULSE	available	12	0.375	0.3806602753054538	0.3806602753054538	True
sub-124	15	5	24004.8	HB_PULSE_vs_PSG_PULSE	available	12	0.375	0.49112244524392373	0.49112244524392373	True
sub-125	104	1	2933.1000000000004	HB_PULSE_vs_PSG_PULSE	available	17	0.53125	0.3051430333478911	0.3051430333478911	True
sub-125	104	2	8799.3	HB_PULSE_vs_PSG_PULSE	available	12	0.375	0.23481490810015965	0.23481490810015965	True
sub-125	104	3	14665.5	HB_PULSE_vs_PSG_PULSE	available	10	0.3125	0.5431080729650749	0.5431080729650749	True
sub-125	104	4	20531.699999999997	HB_PULSE_vs_PSG_PULSE	available	11	0.34375	0.09947344924480915	0.09947344924480915	False
sub-125	104	5	26397.9	HB_PULSE_vs_PSG_PULSE	available	35	1.09375	-0.5916520525786025	0.5916520525786025	True
sub-126	106			HB_PULSE_vs_PSG_PULSE	missing_channel					False
sub-127	107	1	2496.6000000000004	HB_PULSE_vs_PSG_PULSE	available	0	0.0	0.0	0.0	False
sub-127	107	2	7489.799999999999	HB_PULSE_vs_PSG_PULSE	available	0	0.0	0.0	0.0	False
sub-127	107	3	12483.0	HB_PULSE_vs_PSG_PULSE	available	0	0.0	0.0	0.0	False
sub-127	107	4	17476.199999999997	HB_PULSE_vs_PSG_PULSE	available	0	0.0	0.0	0.0	False
sub-127	107	5	22469.4	HB_PULSE_vs_PSG_PULSE	available	0	0.0	0.0	0.0	False
sub-128	108			HB_PULSE_vs_PSG_PULSE	missing_channel					False
