transition_id	transition	boundary_onset_sec	source	channel	window_start_sec	window_end_sec	window_seconds	sfreq_hz	expected_samples	actual_samples	finite_fraction	missing_samples	min_value	p01_value	median_value	p99_value	max_value	peak_to_peak	std	mad	outlier_fraction_10mad	low_diff_fraction	quality_flag
5	Wake_to_REM	18870.0	psg	PSG_EMG	18750.0	18990.0	240.0	256.0	61440	61440	1.0	0	-0.002381530479896239	-0.0007275062180514229	3.4668497749294267e-06	0.00033800906385900696	0.0031999999999999997	0.0055815304798962385	0.0002289956629625812	1.718776226443885e-05	0.055224609375	0.07511515486905711	many_extreme_points
6	REM_to_Wake	19080.0	headband	HB_1	18960.0	19200.0	240.0	256.0	61440	61440	1.0	0	-0.00015788509956511806	-8.955001144426662e-05	1.3733119707006868e-07	8.442298008697627e-05	0.00014470130464637197	0.00030258640421149	2.38788359038179e-05	8.514534218356602e-06	0.02109375	0.019482738976871368	pass_basic
6	REM_to_Wake	19080.0	headband	HB_2	18960.0	19200.0	240.0	256.0	61440	61440	1.0	0	-0.00021510643167772962	-0.00014091187914854673	2.426184481574532e-06	0.00011998168917372375	0.00022572671091782996	0.00044083314259555956	5.1180278145723164e-05	2.7557793545433734e-05	0.0	0.010660980810234541	pass_basic
6	REM_to_Wake	19080.0	headband	HB_PULSE	18960.0	19200.0	240.0	256.0	61440	61440	1.0	0	-12.54005493247884	-5.250057221332125	-0.014305333028165338	5.989471274891273	11.555848020141896	24.095902952620737	2.279151041809649	1.4820325017166398	0.0	0.08514135972265173	pass_basic
6	REM_to_Wake	19080.0	psg	PSG_F3	18960.0	19200.0	240.0	256.0	61440	61440	1.0	0	-0.0012036454139009686	-0.0010488518182867168	-0.0010124226869916836	-0.0009721877961177993	-0.0008024382330357821	0.00040120718086518643	1.2395170780181023e-05	5.274649240863535e-06	0.010986328125	0.014925373134328358	pass_basic
6	REM_to_Wake	19080.0	psg	PSG_F4	18960.0	19200.0	240.0	256.0	61440	61440	1.0	0	-0.0012242245159075306	-0.0010470138563286793	-0.0009525150865949493	-0.0008300023270008393	-0.0007057060669871061	0.0005185184489204244	3.020367840804497e-05	7.4769825284200274e-06	0.038720703125	0.012939663731506047	pass_basic
6	REM_to_Wake	19080.0	psg	PSG_C3	18960.0	19200.0	240.0	256.0	61440	61440	1.0	0	-0.00018735637445639733	-5.1085740444037535e-05	4.882887006942837e-08	5.092851148241397e-05	0.0002370641641870756	0.00042442053864347293	1.7676803311126624e-05	8.789196612497139e-06	0.0045735677083333336	0.007063917055941666	pass_basic
6	REM_to_Wake	19080.0	psg	PSG_C4	18960.0	19200.0	240.0	256.0	61440	61440	1.0	0	-0.0011888145018997486	-0.0009894966854657819	-0.0009479835954222937	-0.0009156803631036853	-0.0007984952330968188	0.00039031926880292976	1.1851423405337193e-05	5.086040833142706e-06	0.00791015625	0.014437083936913035	pass_basic
6	REM_to_Wake	19080.0	psg	PSG_O1	18960.0	19200.0	240.0	256.0	61440	61440	1.0	0	-0.00015561760891126878	-3.3545433737697415e-05	-1.4648661020828582e-07	4.311589227130541e-05	0.00013266803997863738	0.00028828564888990616	1.4579166215709711e-05	6.640726329442282e-06	0.0069010416666666664	0.01684597731082863	pass_basic
6	REM_to_Wake	19080.0	psg	PSG_O2	18960.0	19200.0	240.0	256.0	61440	61440	1.0	0	-0.0014319808452918287	-0.0013597658985732813	-0.0013421372891309986	-0.0013263792395330739	-0.0012733233603112839	0.00015865748498054486	6.1036546002478835e-06	3.174283372243958e-06	0.0027018229166666666	0.01798531877146438	pass_basic
6	REM_to_Wake	19080.0	psg	PSG_EOG	18960.0	19200.0	240.0	256.0	61440	61440	1.0	0	-7.703325189593357e-05	4.831082990829316e-05	0.00020706920181582346	0.00034144127695552004	0.0007175792365758752	0.0007946124884718088	4.731890360424371e-05	1.5552530891889833e-05	0.019156901041666667	0.023584368235160077	pass_basic
6	REM_to_Wake	19080.0	psg	PSG_EMG	18960.0	19200.0	240.0	256.0	61440	61440	1.0	0	-0.001429855802243076	-0.0005041199969481956	8.05676356145571e-06	0.0002772229800869765	0.0031999999999999997	0.004629855802243076	0.00017993404382791488	1.210955977721828e-05	0.058854166666666666	0.06943472387245886	many_extreme_points
