outer_fold	candidate	threshold	recordings	pid	reference_events	predicted_events	true_positive	false_positive	false_negative	ignored_predictions	supported_hours	precision	recall	f1	false_alarms_per_hour
1	BLSTM-CRF	0.9859363729567544	66	51	128	292	40	246	88	6	506.8333333333333	0.13986013986013987	0.3125	0.1932367149758454	0.4853666557053601
1	BLSTM-CRF	0.9890130573694068	66	51	128	271	37	229	91	5	506.8333333333333	0.13909774436090225	0.2890625	0.18781725888324874	0.4518250575468596
1	BLSTM-CRF	0.991422514586288	66	51	128	253	37	211	91	5	506.8333333333333	0.14919354838709678	0.2890625	0.19680851063829788	0.416310424202565
1	BLSTM-CRF	0.9933071490757153	66	51	128	240	37	198	91	5	506.8333333333333	0.1574468085106383	0.2890625	0.20385674931129477	0.39066096678724105
1	BLSTM-CRF	0.9947798743064417	66	51	128	217	37	175	91	5	506.8333333333333	0.17452830188679244	0.2890625	0.21764705882352942	0.3452811575139757
1	BLSTM-CRF	0.995929862284104	66	51	128	198	32	161	96	5	506.8333333333333	0.16580310880829016	0.25	0.19937694704049844	0.3176586649128576
1	BLSTM-CRF	0.9968273171575148	66	51	128	180	30	145	98	5	506.8333333333333	0.17142857142857143	0.234375	0.19801980198019803	0.2860901019401513
1	BLSTM-CRF	0.9975273768433653	66	51	128	155	27	123	101	5	506.8333333333333	0.18	0.2109375	0.19424460431654678	0.24268332785268004
1	BLSTM-CRF	0.9980732653366725	66	51	128	142	26	111	102	5	506.8333333333333	0.1897810218978102	0.203125	0.19622641509433963	0.21900690562315028
1	BLSTM-CRF	0.998498817743263	66	51	128	133	26	102	102	5	506.8333333333333	0.203125	0.203125	0.203125	0.20124958895100298
1	BLSTM-CRF	0.9988304897349445	66	51	128	123	24	94	104	5	506.8333333333333	0.2033898305084746	0.1875	0.1951219512195122	0.1854653074646498
1	BLSTM-CRF	0.9990889488055994	66	51	128	111	24	82	104	5	506.8333333333333	0.22641509433962265	0.1875	0.20512820512820512	0.16178888523512003
1	BLSTM-CRF	0.9992903296008995	66	51	128	93	22	68	106	3	506.8333333333333	0.24444444444444444	0.171875	0.2018348623853211	0.13416639263400199
1	BLSTM-CRF	0.9994472213630764	66	51	128	84	21	60	107	3	506.8333333333333	0.25925925925925924	0.1640625	0.20095693779904306	0.11838211114764881
1	BLSTM-CRF	0.9995694429186754	66	51	128	74	17	54	111	3	506.8333333333333	0.23943661971830985	0.1328125	0.1708542713567839	0.10654390003288393
1	BLSTM-CRF	0.9996646498695336	66	51	128	69	15	51	113	3	506.8333333333333	0.22727272727272727	0.1171875	0.15463917525773196	0.10062479447550149
1	BLSTM-CRF	0.9997388096809043	66	51	128	62	13	47	115	2	506.8333333333333	0.21666666666666667	0.1015625	0.13829787234042554	0.0927326537323249
1	BLSTM-CRF	0.9997965730219448	66	51	128	57	13	42	115	2	506.8333333333333	0.23636363636363636	0.1015625	0.14207650273224043	0.08286747780335417
1	BLSTM-CRF	0.9998415637808975	66	51	128	49	10	37	118	2	506.8333333333333	0.2127659574468085	0.078125	0.11428571428571428	0.07300230187438343
1	BLSTM-CRF	0.9998766054240137	66	51	128	45	9	34	119	2	506.8333333333333	0.20930232558139536	0.0703125	0.10526315789473684	0.06708319631700099
1	BLSTM-CRF	0.9999038975845005	66	51	128	40	6	33	122	1	506.8333333333333	0.15384615384615385	0.046875	0.0718562874251497	0.06511016113120684
1	BLSTM-CRF	0.9999251537724895	66	51	128	36	6	30	122	0	506.8333333333333	0.16666666666666666	0.046875	0.07317073170731707	0.059191055573824404
1	BLSTM-CRF	0.9999417087343389	66	51	128	32	6	26	122	0	506.8333333333333	0.1875	0.046875	0.075	0.051298914830647815
1	BLSTM-CRF	0.9999546021312976	66	51	128	26	6	20	122	0	506.8333333333333	0.23076923076923078	0.046875	0.07792207792207792	0.039460703715882936
1	BLSTM-CRF	0.9999646437492582	66	51	128	21	5	16	123	0	506.8333333333333	0.23809523809523808	0.0390625	0.06711409395973154	0.03156856297270635
1	BLSTM-CRF	0.9999724643088853	66	51	128	18	3	15	125	0	506.8333333333333	0.16666666666666666	0.0234375	0.0410958904109589	0.029595527786912202
